features	cell_health_modz_target_cc_late_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_all_nucleus_roundness_mean	cell_health_modz_target_cc_polyploid_n_objects	cell_health_modz_target_cc_g1_n_objects	cell_health_modz_target_cc_mitosis_n_objects	cell_health_modz_target_vb_num_live_cells	cell_health_modz_target_vb_percent_live	cell_health_modz_target_vb_live_cell_roundness	cell_health_modz_target_cc_all_large_notround_polynuclear_mean	cell_health_modz_target_cc_all_high_h2ax	cell_health_modz_target_cc_early_mitosis_high_h2ax	cell_health_modz_target_cc_g2_n_spots_h2ax_mean	cell_health_modz_target_cc_g2_plus_all_m_count	cell_health_modz_target_cc_early_mitosis_n_objects	cell_health_modz_target_cc_all_nucleus_area_mean	cell_health_modz_target_cc_g1_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_vb_live_cell_area	cell_health_modz_target_cc_polyploid_n_spots_h2ax_mean	cell_health_modz_target_cc_all_n_objects	cell_health_modz_target_cc_cc_g2	cell_health_modz_target_vb_ros_back_mean	cell_health_modz_target_vb_ros_mean	cell_health_modz_target_cc_infection_percentage	cell_health_modz_target_cc_early_mitosis_n_spots_h2ax_mean	cell_health_modz_target_vb_percent_early_apoptosis	cell_health_modz_target_cc_mitosis_high_h2ax	cell_health_modz_target_cc_polynuclear_n_spots_h2ax_mean	cell_health_modz_target_cc_polyploid_high_h2ax	cell_health_modz_target_cc_cc_late_mitosis	cell_health_modz_target_vb_percent_all_apoptosis	cell_health_modz_target_cc_polynuclear_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_g1_high_h2ax	cell_health_modz_target_cc_cc_mitosis	cell_health_modz_target_cc_all_n_spots_h2ax_mean	cell_health_modz_target_vb_infection_percentage	cell_health_modz_target_cc_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_s_n_spots_h2ax_mean	cell_health_modz_target_cc_all_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_vb_percent_late_apoptosis	cell_health_modz_target_cc_mitosis_n_spots_h2ax_mean	cell_health_modz_target_cc_g1_n_spots_h2ax_mean	cell_health_modz_target_cc_all_large_round_polyploid_mean	cell_health_modz_target_cc_cc_g1	cell_health_modz_target_cc_s_intensity_nucleus_area_sum	cell_health_modz_target_cc_polyploid_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_s_n_objects	cell_health_modz_target_cc_g2_n_objects	cell_health_modz_target_cc_cc_n_objects	cell_health_modz_target_cc_late_mitosis_n_objects	cell_health_modz_target_cc_early_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_g2_g1_count	cell_health_modz_target_vb_percent_caspase_dead_only	cell_health_modz_target_cc_polynuclear_n_objects	cell_health_modz_target_cc_cc_early_mitosis	cell_health_modz_target_cc_polynuclear_high_h2ax	cell_health_modz_target_cc_g2_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_cc_n_spots_h2ax_mean	cell_health_modz_target_vb_percent_dead	cell_health_modz_target_cc_cc_s	cell_health_modz_target_cc_late_mitosis_high_h2ax	cell_health_modz_target_cc_s_intensity_nucleus_area_mean	cell_health_modz_target_cc_g2_high_h2ax	cell_health_modz_target_cc_late_mitosis_n_spots_h2ax_mean	cell_health_modz_target_cc_cc_high_h2ax	cell_health_modz_target_vb_percent_dead_only	cell_health_modz_target_cc_s_high_h2ax	cell_health_modz_target_cc_cc_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_s_n_spots_h2ax_per_nucleus_area_mean	cell_health_modz_target_cc_g1_plus_g2_count	cell_health_modz_target_vb_live_cell_width_length
Nuclei_Texture_Correlation_AGP_5_0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.014812209417535296	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0
Nuclei_Texture_Correlation_DNA_10_0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0037929287812938804	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0
Nuclei_Texture_Correlation_DNA_20_0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.018273130274101115	0.0	0.0	0.0	0.0	-0.027736874991196574	0.0	0.0	0.0	0.0	-0.0	-0.0	0.07620537279455818	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.005731899129353392	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0
Nuclei_Texture_Correlation_DNA_5_0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0
Nuclei_Texture_Correlation_ER_10_0	0.0	0.006349434079195275	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0
Nuclei_Texture_Correlation_ER_20_0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.04838393838006009	0.0	0.058321968070618346	0.0	-0.0	0.0	0.0	0.0	0.0011810913278135966	0.01984627382246589	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.026251890836492278	0.0	0.0	0.0	0.0	0.0	0.0020458453842770686	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.006353602752593661	0.0	0.0	-0.0	0.005490311487153355	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.001867774325313116	-0.0	0.0	0.0	0.020617557227982235	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.008222594699431792	0.0	0.0	0.0	-0.0	0.0	-0.0
Nuclei_Texture_Correlation_ER_5_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
Nuclei_Texture_Correlation_Mito_10_0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.001798303729881912	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.003943141037468339	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.08419955441039961	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0
Nuclei_Texture_Correlation_Mito_20_0	0.0	-0.0	-0.0	-0.0153192832667718	-0.0	-0.003884233044449593	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.036381686679554	-0.0	0.0	0.011943546150379215	0.0	-0.006848128027862356	0.0	-0.02067081754615512	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0012792596707932873	0.0	-0.05403090323167707	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.00855227369909277	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0
Nuclei_Texture_Correlation_Mito_5_0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.027185137830859026	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.015935695491322534	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0
Nuclei_Texture_Correlation_RNA_20_0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0
Nuclei_Texture_Correlation_RNA_5_0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0014865613557706013	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0
Nuclei_Texture_DifferenceEntropy_AGP_10_0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.021555404333567486	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.05168017413777864	-0.0	-0.0	0.027724357605003313	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.003991589442975769	-0.0	-0.0	0.0	-0.0	0.0	0.0304539558318346	-0.0	-0.0	0.0	0.04568885059649198	-0.0	-0.0	0.0	0.01704687556366443	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.011853882777762618
Nuclei_Texture_DifferenceEntropy_AGP_20_0	0.0	0.05203157720655242	0.0	0.0	0.020169949502125993	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.010897237794232212	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.004122232185668686	-0.0	-0.0	0.0	0.012675996079358633	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.012111855269186275	-0.0
Nuclei_Texture_DifferenceEntropy_AGP_5_0	-0.0	0.01444679810786762	0.0	-0.0	0.0	-0.025488842298720813	0.0	-0.015192581163081502	0.0	0.0	0.0	-0.0	0.05712227487242583	-0.0	0.0	0.0	0.0010911567025503278	-0.0	-0.0	0.030521262145916325	-0.0	-0.1310326757046379	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0011530852610571348	-0.0	-0.0	-0.0	0.005095532974315246	-0.0	-0.0	0.0	0.03182624281227933	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.037711418786065605
Nuclei_Texture_DifferenceEntropy_DNA_10_0	0.0	-0.0	0.0	0.0	0.0	0.024331972431675713	0.045268955293435824	0.0	0.0	-0.0	0.004176476928555048	0.0	-0.0	0.0037521553562338736	-0.14810293229612892	0.0	-0.0	-0.0	0.005335229172120359	-0.008914268024715583	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.002888057602851549	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.018431303461721345	0.0	0.0	-0.0	-0.023373138070548097	0.01733710393359966	0.0	0.008663786185679137	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.04525375279731722	0.04813439320219823	-0.0	0.0877046906364098	-0.0	0.0	-0.0	-0.04610568568242242	0.0	0.0	0.0036785971662881486	-0.015585147993574258	0.0
Nuclei_Texture_DifferenceEntropy_DNA_20_0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0
Nuclei_Texture_DifferenceEntropy_ER_10_0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.052107477335883536	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Texture_DifferenceEntropy_ER_20_0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.020175536389711472	-0.0	-0.0	0.0	-0.0	0.004023699940114729	-0.0	0.006787173668512318	0.0	0.0454669132826858	0.0	-0.0	0.009867106744053849	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0024067440296657457	0.0	-0.0	0.0	0.02267230014210859	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.004652327809274642	0.0	-0.015999756995909456
Nuclei_Texture_DifferenceEntropy_ER_5_0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.027549495993135022	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0
Nuclei_Texture_DifferenceEntropy_Mito_10_0	0.0	0.01569207371051189	0.0	0.0	0.0	-0.0	-0.0	0.03525474712372644	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.03140121361564532	-0.0	-0.0	-0.0	0.0	-0.0	0.0011235179543634905	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0022713720179217585	-0.0	-0.0	-0.0	0.0	-0.0	-0.0019757731793229997	-0.0	0.0	-0.0	-0.0	-0.018816976549953814	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0071772610256963	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.007628481459042167	-0.0	-0.007315848407761167	0.0	0.016551825962230083
Nuclei_Texture_DifferenceEntropy_Mito_5_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.06446042025371813	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0
Nuclei_Texture_DifferenceEntropy_RNA_10_0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.00023857831373765497	-0.0	-0.0	-0.0	-0.0	0.0091916754697542	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.00234326318960277	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.00570451815302769	0.0	-0.0	-0.0	0.0	0.006771794198508921	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Texture_DifferenceEntropy_RNA_20_0	-0.0	0.008055652515449142	0.0	0.0	0.0	-0.0	-0.0	0.018388355071501872	-0.017414237171602794	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0010206855682017228	-0.0	0.0	-0.040709341573429536	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.055412624543548096	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.010434059194265363	-0.0	0.0	-0.027829036356697343	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.03318881289099888	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.020474453020399883	-0.0	0.0	-0.0037387594741944766	-0.0	0.0	-0.0	0.0	-0.0	0.01495727023031655
Nuclei_Texture_DifferenceEntropy_RNA_5_0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0004732441330022959	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0
Nuclei_Texture_DifferenceVariance_DNA_20_0	0.0	-0.0	-0.0	0.0	-0.0	0.013405908232750239	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.016714251781324293	0.0	-0.07526347043498403	0.0	-0.0	0.0	0.0	-0.08615439164950661	0.21644322612634548	0.016027439257556068	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.010214730229441527	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0066239217548101975	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.062521917753461	0.0	-0.0	0.0	-0.0	0.0
Nuclei_Texture_DifferenceVariance_DNA_5_0	0.0	0.0	0.0	0.0	-0.0	0.03186230631859433	0.12246222642040451	0.0	-0.0	-0.0	0.0	0.0	-0.10924836787467682	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.008019238377285937	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.05134977704983609	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.10009357268479058	0.0	0.09417207768654018	-0.08224851486257857	0.015814992949717974	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.12276428297300734	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0921009675771026	-0.0	0.0	0.0	0.0	0.0
Nuclei_Texture_DifferenceVariance_ER_10_0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.01612407128383181	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.004954149504446046	0.0	-0.0	0.0	-0.0	0.0	-0.023391401521175997	-0.0	-0.0	-0.0	-0.014970853830975975	0.0	-0.0	-0.0	-0.0	-0.0	-0.013125843714326419	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Texture_DifferenceVariance_ER_20_0	0.0	0.049608018469682755	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.003580544250636593	0.0	-0.0	0.0	0.0	0.008303190163395516	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0021375744692489164	0.0	-0.0	0.0	0.03136195712426204	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.006225315933261023	-0.0	-0.0	-0.011187007888473764	-0.00033790053544659405	0.0	-0.0	-0.0	-0.0	-0.0	-0.02438036279707494	0.0	0.0006818469064412261	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0023161350409500866	0.0	-0.0
Nuclei_Texture_DifferenceVariance_ER_5_0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.01076022416831626	-0.0	-0.0	-0.0	-0.014604655509390444	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Texture_DifferenceVariance_Mito_10_0	0.0	0.011163126220595529	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.009840607666340255	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0
Nuclei_Texture_DifferenceVariance_Mito_5_0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0
Nuclei_Texture_DifferenceVariance_RNA_10_0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0
