features	cell_health_median_target_vb_live_cell_roundness	cell_health_median_target_cc_g1_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_mitosis_high_h2ax	cell_health_median_target_cc_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_polyploid_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_cc_s	cell_health_median_target_cc_early_mitosis_n_objects	cell_health_median_target_cc_polynuclear_high_h2ax	cell_health_median_target_cc_early_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_late_mitosis_n_objects	cell_health_median_target_cc_s_intensity_nucleus_area_mean	cell_health_median_target_cc_all_n_objects	cell_health_median_target_cc_cc_g2	cell_health_median_target_vb_percent_early_apoptosis	cell_health_median_target_cc_cc_n_spots_h2ax_mean	cell_health_median_target_cc_s_high_h2ax	cell_health_median_target_cc_late_mitosis_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_vb_ros_back_mean	cell_health_median_target_cc_polyploid_n_objects	cell_health_median_target_cc_cc_n_objects	cell_health_median_target_vb_percent_late_apoptosis	cell_health_median_target_cc_g2_n_objects	cell_health_median_target_vb_live_cell_width_length	cell_health_median_target_cc_cc_high_h2ax	cell_health_median_target_cc_polyploid_high_h2ax	cell_health_median_target_cc_mitosis_n_spots_h2ax_mean	cell_health_median_target_cc_g2_high_h2ax	cell_health_median_target_cc_s_intensity_nucleus_area_sum	cell_health_median_target_cc_s_n_objects	cell_health_median_target_cc_s_n_spots_h2ax_mean	cell_health_median_target_cc_all_high_h2ax	cell_health_median_target_cc_late_mitosis_high_h2ax	cell_health_median_target_cc_early_mitosis_high_h2ax	cell_health_median_target_vb_percent_dead	cell_health_median_target_cc_polynuclear_n_objects	cell_health_median_target_vb_percent_caspase_dead_only	cell_health_median_target_cc_g2_plus_all_m_count	cell_health_median_target_cc_g1_n_spots_h2ax_mean	cell_health_median_target_cc_mitosis_n_objects	cell_health_median_target_cc_cc_late_mitosis	cell_health_median_target_cc_g2_g1_count	cell_health_median_target_vb_percent_live	cell_health_median_target_cc_g2_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_vb_infection_percentage	cell_health_median_target_cc_cc_early_mitosis	cell_health_median_target_vb_percent_dead_only	cell_health_median_target_vb_live_cell_area	cell_health_median_target_cc_infection_percentage	cell_health_median_target_cc_polynuclear_n_spots_h2ax_mean	cell_health_median_target_cc_all_nucleus_area_mean	cell_health_median_target_cc_all_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_all_n_spots_h2ax_mean	cell_health_median_target_cc_cc_mitosis	cell_health_median_target_vb_percent_all_apoptosis	cell_health_median_target_cc_g1_n_objects	cell_health_median_target_cc_all_large_round_polyploid_mean	cell_health_median_target_cc_cc_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_all_large_notround_polynuclear_mean	cell_health_median_target_cc_g2_n_spots_h2ax_mean	cell_health_median_target_cc_polyploid_n_spots_h2ax_mean	cell_health_median_target_cc_g1_plus_g2_count	cell_health_median_target_cc_g1_high_h2ax	cell_health_median_target_vb_ros_mean	cell_health_median_target_cc_late_mitosis_n_spots_h2ax_mean	cell_health_median_target_cc_polynuclear_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_cc_cc_g1	cell_health_median_target_cc_all_nucleus_roundness_mean	cell_health_median_target_cc_s_n_spots_h2ax_per_nucleus_area_mean	cell_health_median_target_vb_num_live_cells	cell_health_median_target_cc_early_mitosis_n_spots_h2ax_mean
Nuclei_Intensity_StdIntensityEdge_AGP	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.005026924293853946	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0
Nuclei_Intensity_StdIntensityEdge_ER	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0
Nuclei_Intensity_StdIntensity_DNA	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007690941772120603	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.004300807241913442	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.015932806729299642	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0
Nuclei_Intensity_UpperQuartileIntensity_DNA	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0
Nuclei_Location_CenterMassIntensity_Y_AGP	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.004911429463323343	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.010614510937130398	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0009918068485464692	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Location_CenterMassIntensity_Y_DNA	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.013917015661627705	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Location_CenterMassIntensity_Y_ER	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.005674512158758318	-0.0	0.0	0.0052344209449061456	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0031067773041786777	-0.0	0.0	0.0	0.0
Nuclei_Location_CenterMassIntensity_Y_Mito	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.00424465459366354	-0.0	0.0	0.0011972605388749582	0.0	-0.0	0.0	-0.0	0.0	0.00945722376283513	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0037191111214481616	-0.0	0.0	0.0	0.0
Nuclei_Location_CenterMassIntensity_Y_RNA	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.002323670623146969	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.00475425368686677	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0021500230260223284	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.005830435239243702	-0.0	0.0	0.0	0.0
Nuclei_Location_Center_Y	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.00879316561228821	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Location_MaxIntensity_X_Mito	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0429833968904416	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.08318131017929961	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.08371967268460762	0.0	0.0	0.0	-0.04300342075694813	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.05552247780448582	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.00888686866089223	-0.0	-0.0	-0.0	0.0	0.0	0.03116928482724598	-0.0
Nuclei_Location_MaxIntensity_Y_AGP	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0201003036090609	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.01505559951497866	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0012970289788296228	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Location_MaxIntensity_Y_ER	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.017918418550747703	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.015100733653502748	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.01729474876853908	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0072307418175053375	-0.0	0.0	0.0	0.0
Nuclei_Location_MaxIntensity_Y_Mito	0.0	-0.0	0.0	0.0	0.0	0.01671157360322533	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0013112690033891287	0.0	0.0	0.0	0.0	-0.058709548914739604	0.0	-0.0	0.0	0.0	-0.03036766622676442	-0.0	0.0	0.0	0.0
Nuclei_Location_MaxIntensity_Y_RNA	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	1.4542585905407288e-05	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
Nuclei_Neighbors_FirstClosestObjectNumber_2	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0008871526337904524	-0.0	-0.0	-0.0	-0.0	-0.0	0.010012939128715832	-0.0	0.007856669427772483	0.0	0.0062724727806856995	0.0	-0.0	-0.0	-0.0	-0.0	0.0	4.7881533922306864e-05	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.01049205815420748	-0.047931908656620725	0.0	-0.05989826310783039	-0.0	-0.0	0.012654520061898392	-0.0	0.010928261195857073	-0.0	-0.0	0.0	-0.0	-0.0	0.01175147296828699	-0.0
Nuclei_Neighbors_SecondClosestObjectNumber_2	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.016512372592560363	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.024620334991180666	0.0	0.004990532003157821	0.0	-0.0	-0.0	-0.0	-0.0	0.018354789897265463	0.01716509827316661	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0004757255357071355	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.026185831929844153	-0.01614900195033749	0.0	-0.020237568170187882	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.02628146063988925	-0.0
Nuclei_Number_Object_Number	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.005370819819828113	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.001877895773945872	-0.0	0.0	-0.017667107093864806	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.002583668470606838	-0.0
Nuclei_RadialDistribution_FracAtD_AGP_3of4	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.05541865181973021	0.0	-0.0	0.0	0.0	0.0	-0.005596433194693109	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0229954488724518	-0.0	-0.0	-0.0	-0.0	0.0	-0.0438757815018556	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.07643093383648779	-0.0	-0.03301987718214591	0.0	-0.0	0.0	-0.07194599497478446	-0.0	-0.04471595568094806	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.010684245485693565	-0.0	-0.0	0.0	0.0
Nuclei_RadialDistribution_FracAtD_DNA_3of4	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.03880717993967478	0.0	-0.0	-0.021363377250240106	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.07083438919655598	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.07173045658184353	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.015505381372977333	-0.0	-0.0	-0.0	-0.04570233408055901	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0
Nuclei_RadialDistribution_FracAtD_RNA_2of4	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.008788057320866008	0.0	-0.0	0.0	0.008788057320866008	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.01681081473428077	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0
Nuclei_RadialDistribution_FracAtD_RNA_3of4	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.021993491507127642	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.03331844912401986	0.0	-0.012601392296989616	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.011124669447711767	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.023047854961803248	0.0	-0.0	0.0	0.0	0.013663268531366768	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.007439448288320997	-0.05288923932926247	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.028966466685954817	-0.0	-0.0	-0.0377685743709051	-0.0	-0.0	-0.0008376808118855443	-0.0
Nuclei_RadialDistribution_FracAtD_RNA_4of4	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.006570635502083438	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.02705836789807029	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0
Nuclei_RadialDistribution_MeanFrac_AGP_3of4	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0986041717763782	0.0	-0.0	0.0	0.0	0.013787462921039368	-0.0	0.005435104175920903	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.041381017732706554	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.035123473220592956	-0.0	-0.0	0.0	-0.0	0.02589116279539811	-0.05424370835950103	0.0	-0.0	0.0	-0.0	0.0	0.0	0.018961532424632128	0.0	-0.0	0.06574379018014842	0.0	0.0	0.006686261077525306	0.0
Nuclei_RadialDistribution_MeanFrac_DNA_3of4	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.012601943780530726	-0.0	-0.0	-0.0	-0.00029590684410985945	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.009520221725074097	-0.003369113112198523	-0.0	-0.0	0.0
Nuclei_RadialDistribution_MeanFrac_RNA_1of4	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.002530340061064963	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01237174515742676	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016980237836421178	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0
Nuclei_RadialDistribution_MeanFrac_RNA_2of4	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.006052093068191012	-0.0	0.0	-0.0	0.004828732579992399	-0.0	-0.0	-0.0
Nuclei_RadialDistribution_MeanFrac_RNA_3of4	-0.0	-0.0	-0.0	-0.0	0.0	0.04019168784588403	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.008886608775708101	-0.0	-0.005273988242886989	0.011519246776226956	-0.01793387289686828	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.011419202362558634	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.01207452738816967	0.0	0.0	0.010675014684473391	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.01994338322259621	-0.029175524336534028	0.040138817732455354	-0.0	0.0	0.0	-0.0	-0.12106167087005884	0.0	0.019486878759591247	-0.0	-0.0	-0.09177106862221412	-0.0	-0.0	-0.0	-0.0
Nuclei_RadialDistribution_MeanFrac_RNA_4of4	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.028699434825441027	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0018017888702164108	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0
Nuclei_RadialDistribution_RadialCV_AGP_1of4	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.04552929847135243	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.020194345434976353	0.0	0.0	-0.0	-0.0	0.05278118833656347	0.0	-0.0	-0.0	-0.00028622500835611195	-0.0	0.0	0.013448884643087754	-0.00028622500835611195	-0.0	0.0	0.013065624849017837	0.0	0.0	0.0	-0.0	0.004505289745340777	-0.0	0.02569683339533193	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.09469399930010493	-0.0	-0.0	-0.0
Nuclei_RadialDistribution_RadialCV_AGP_2of4	0.0	-0.0	-0.0	-0.0	-0.0	0.08949613553520193	-0.0	-0.0	-0.0	0.05778049705461181	0.0	0.0	-0.0	0.0	-0.031658790412389344	-0.0	0.0	0.07173422739509762	0.0	0.0	0.0	-0.0	0.0	-0.0642803968625251	-0.036953926767337636	-0.0	-0.0	0.0	0.0	-0.0	-0.0021678338273745166	0.0	-0.0	0.0	0.014839561174180513	0.0	0.0	-0.0	0.0	0.07474530189506051	0.0	-0.0	-0.022981293711493232	-0.0011997644185337652	-0.0	0.001498637144778068	0.053944121952964684	-0.0011997644185337652	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.031103389189185406	-0.0	-0.0	-0.19303805488525666	0.0	0.04392492051691437	-0.0	-0.0	-0.05623660520597809	0.0007836866788209586	-0.0	0.0	-0.0
Nuclei_RadialDistribution_RadialCV_AGP_3of4	0.0	-0.0	-0.0	-0.0	-0.0	0.004478676933696636	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.052191140837864254	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.019149573051871042	-0.0	-0.0	0.0	0.0	-0.0	-0.00482208475751284	-0.0	0.0	0.062332057724320517	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.06252036973601197	-0.0	-0.0	-0.0	3.014667353730983e-05	0.0	-0.0	-0.0	-0.0	-0.0	-0.013752551525372343	0.0	0.01620855355606424	0.0	-0.007722360717155241	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0024820342798000695	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0
Nuclei_RadialDistribution_RadialCV_AGP_4of4	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.02371663868985667	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0447141007034778	0.0	-0.0	-0.0	0.024608559287944594	-0.0	0.0	0.0
