pert_id	pert_iname	pert_type	moa
BRD-K82846253	repaglinide	trt_cp	Insulin secretagogue
BRD-K82941592	rosuvastatin	trt_cp	HMGCR inhibitor
BRD-K83057217	doxifluridine	trt_cp	Thymidylate synthase inhibitor
BRD-K83699324	nms-1286937	trt_cp	NA
BRD-K83794243	palovarotene	trt_cp	Retinoid receptor agonist
BRD-K83963101	MLN-8054	trt_cp	Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor
BRD-K84091759	candesartan	trt_cp	Angiotensin receptor antagonist
BRD-K83720053	avagacestat	trt_cp	Gamma secretase inhibitor
BRD-K83837640	JNJ-26854165	trt_cp	HDAC inhibitor
BRD-K84163249	ercalcitriol	trt_cp	Vitamin D receptor agonist
BRD-K84683831	radezolid	trt_cp	Bacterial 30S ribosomal subunit inhibitor|Bacterial 50S ribosomal subunit inhibitor
BRD-K84794093	dideoxyadenosine	trt_cp	Nucleoside reverse transcriptase inhibitor
BRD-K84810405	almorexant	trt_cp	Orexin receptor antagonist
BRD-K84698278	agomelatine	trt_cp	Melatonin receptor agonist|Serotonin receptor antagonist
BRD-K84783599	riociguat	trt_cp	Guanylate cyclase stimulant
BRD-K84798689	sodium-tanshinone-ii-a-sulfonate	trt_cp	Inward rectifier potassium channel activator
BRD-K84892605	iowh032	trt_cp	CFTR channel antagonist
BRD-K85119730	tolbutamide	trt_cp	ATP channel blocker
BRD-K85337334	otilonium	trt_cp	Acetylcholine receptor antagonist
BRD-A85439007	idoxuridin	trt_cp	DNA synthesis inhibitor
BRD-K85606544	neratinib	trt_cp	EGFR inhibitor
BRD-K85307935	novobiocin	trt_cp	Bacterial DNA gyrase inhibitor
BRD-K85406984	sobetirome	trt_cp	Thyroid hormone receptor agonist
BRD-A85548292	piketoprofen	trt_cp	Cyclooxygenase inhibitor
BRD-K85679373	sulbactam	trt_cp	Beta lactamase inhibitor
BRD-K86307448	allopurinol	trt_cp	Xanthine oxidase inhibitor
BRD-K86797399	sb-939	trt_cp	NA
BRD-A86871940	nicaraven	trt_cp	Free radical scavenger
BRD-A86248581	tetrahydrouridine	trt_cp	Cytidine deaminase inhibitor
BRD-K86525559	azd7762	trt_cp	CHK inhibitor
BRD-K86816506	pf-04457845	trt_cp	NA
BRD-K86882815	cabergoline	trt_cp	Dopamine receptor agonist
BRD-K74363950	aclidinium	trt_cp	Acetylcholine receptor antagonist
BRD-K75958547	pitavastatin	trt_cp	HMGCR inhibitor
BRD-K77908580	entinostat	trt_cp	HDAC inhibitor
BRD-A74980173	gatifloxacin	trt_cp	Bacterial DNA gyrase inhibitor
BRD-K76908866	CP-724714	trt_cp	Tyrosine kinase inhibitor|EGFR inhibitor
BRD-K79254416	decitabine	trt_cp	DNA methyltransferase inhibitor
BRD-K68103045	CGS-20625	trt_cp	Benzodiazepine receptor agonist
BRD-K68164687	epothilone-b	trt_cp	Microtubule stabilizing agent|Tubulin inhibitor|Microtubule stimulant
BRD-K68532323	sb-743921	trt_cp	NA
BRD-K68132782	terbinafine	trt_cp	Fungal squalene epoxidase inhibitor
BRD-K68232413	etizolam	trt_cp	Benzodiazepine receptor agonist
BRD-K68552125	phorbol-myristate-acetate	trt_cp	PKC activator
BRD-K68693535	lidamidine	trt_cp	Adrenergic receptor agonist
BRD-K68747584	pf-03814735	trt_cp	NA
BRD-K69247067	afloqualone	trt_cp	Acetylcholine receptor antagonist
BRD-A69275535	pinitol	trt_cp	Gamma secretase inhibitor
BRD-K70330367	amantadine	trt_cp	Glutamate receptor antagonist
BRD-K69236721	vx-809	trt_cp	NA
BRD-A69636825	diltiazem	trt_cp	Calcium channel blocker
BRD-K70358946	aripiprazole	trt_cp	Serotonin receptor agonist|Serotonin receptor antagonist
BRD-K70401845	erlotinib	trt_cp	EGFR inhibitor
BRD-K70778732	trazodone	trt_cp	Adrenergic receptor antagonist|Serotonin receptor antagonist|Serotonin reuptake inhibitor
BRD-K70914287	BIBX-1382	trt_cp	EGFR inhibitor|Tyrosine kinase inhibitor
BRD-K70463136	bay-87-2243	trt_cp	NA
BRD-A70858459	estramustine	trt_cp	DNA alkylating drug
BRD-K70912147	co-102862	trt_cp	NA
BRD-K71221037	birinapant	trt_cp	XIAP inhibitor
BRD-K71281111	snx-2112	trt_cp	NA
BRD-K71480163	gdc-0068	trt_cp	NA
BRD-K72222507	quinapril	trt_cp	Angiotensin converting enzyme inhibitor
BRD-A72309220	metergoline	trt_cp	Dopamine receptor agonist|Serotonin receptor antagonist
BRD-K71289571	zafirlukast	trt_cp	Leukotriene receptor antagonist
BRD-K72215350	acexamic-acid	trt_cp	Gastrin inhibitor|Reducing agent|5 alpha reductase inhibitor
BRD-A72390365	choline-alfoscerate	trt_cp	Acetylcholine receptor agonist|Membrane permeability enhancer|Acetylcholine precursor
BRD-K73196317	urapidil	trt_cp	Adrenergic receptor antagonist
BRD-K73319509	PF-04217903	trt_cp	C-Met inhibitor
BRD-K67844266	MLN-4924	trt_cp	Nedd activating enzyme inhibitor
BRD-K73237276	tacalcitol	trt_cp	Vitamin D receptor agonist
BRD-A73368467	fexofenadine	trt_cp	Histamine receptor antagonist
BRD-K67789209	adatanserin	trt_cp	Serotonin receptor agonist|Serotonin receptor antagonist
BRD-K68488863	ENMD-2076	trt_cp	Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor
BRD-K68938568	gdc-0152	trt_cp	NA
BRD-K70557564	zosuquidar	trt_cp	P-glycoprotein inhibitor
BRD-K72414522	AZD-5438	trt_cp	CDK inhibitor
BRD-K81144366	moxisylyte	trt_cp	Adrenergic receptor antagonist
BRD-A69815203	cyclosporin-a	trt_cp	Calcineurin inhibitor
BRD-K71035033	masitinib	trt_cp	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|Src inhibitor
BRD-K80700417	sgi-1776	trt_cp	NA
BRD-A81233518	glycopyrrolate	trt_cp	Acetylcholine receptor antagonist
BRD-K81957469	semagacestat	trt_cp	Gamma secretase inhibitor
BRD-K82135108	elesclomol	trt_cp	Oxidative stress inducer
BRD-K82677201	almitrine	trt_cp	Neurotransmitter agonist
BRD-K81258678	triptolide	trt_cp	RNA polymerase inhibitor
BRD-A82035391	tolvaptan	trt_cp	Vasopressin receptor antagonist
BRD-A82156122	saxagliptin	trt_cp	Dipeptidyl peptidase inhibitor
BRD-K82746043	navitoclax	trt_cp	BCL inhibitor
BRD-A67862938	naftidrofuryl	trt_cp	Adrenergic receptor antagonist
BRD-K67966701	lisinopril	trt_cp	Angiotensin converting enzyme inhibitor
BRD-K68065987	MK-2206	trt_cp	AKT inhibitor
BRD-K67901620	avasimibe	trt_cp	ACAT inhibitor
BRD-K67102207	phenylbutyrate	trt_cp	HDAC inhibitor
BRD-K68095457	palmitoylethanolamide	trt_cp	Cannabinoid receptor agonist
BRD-K68232650	lacosamide	trt_cp	Collapsin response mediator protein inhibitor|Collapsin response mediator protein stimulant|Sodium channel blocker
BRD-A68304895	bts-54505	trt_cp	NA
BRD-K68392338	ZK-93426	trt_cp	Benzodiazepine receptor antagonist
BRD-A68281735	REV-5901	trt_cp	Leukotriene receptor antagonist|Lipoxygenase inhibitor
BRD-K68346641	amsacrine	trt_cp	Topoisomerase inhibitor
BRD-A68464583	mazindol	trt_cp	Dopamine reuptake inhibitor|Serotonin reuptake inhibitor
BRD-A68493689	simeprevir	trt_cp	HCV inhibitor
BRD-K68867920	quetiapine	trt_cp	Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-A68888262	azelastine	trt_cp	Histamine receptor antagonist
BRD-A68942014	amitifadine	trt_cp	Serotonin transporter (SERT) inhibitor
BRD-K69116396	sertindole	trt_cp	Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-K68870568	flumatinib	trt_cp	Bcr-Abl kinase inhibitor
BRD-K69001009	golvatinib	trt_cp	VEGFR inhibitor
BRD-K69122748	diacerein	trt_cp	Interleukin inhibitor
BRD-K35189033	levonorgestrel	trt_cp	Estrogen receptor agonist|Glucocorticoid receptor antagonist|Progesterone receptor agonist|Progesterone receptor antagonist
BRD-K69726595	mericitabine	trt_cp	HCV inhibitor
BRD-K70301465	ibrutinib	trt_cp	BTK inhibitor
BRD-K69726342	atorvastatin	trt_cp	HMGCR inhibitor
BRD-K69776681	volasertib	trt_cp	PLK inhibitor
BRD-A70083328	secnidazole	trt_cp	Acetylcholinesterase inhibitor|Microtubule inhibitor
BRD-K70301876	escitalopram	trt_cp	Selective serotonin reuptake inhibitor (SSRI)
BRD-K70464547	sertraline	trt_cp	Serotonin receptor antagonist
BRD-K70505054	ranitidine	trt_cp	Histamine receptor antagonist
BRD-K70511574	sunitinib	trt_cp	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K70592483	phenylacetylglutamine	trt_cp	DNA methylase inhibitor|Protein synthesis inhibitor
BRD-K70490179	rimcazole	trt_cp	Sigma receptor antagonist
BRD-K70507123	doxofylline	trt_cp	Adenosine receptor antagonist
BRD-K70610771	vx-222	trt_cp	NA
BRD-K70924353	amtolmetin-guacil	trt_cp	Cyclooxygenase inhibitor
BRD-K71075609	dorzolamide	trt_cp	Carbonic anhydrase inhibitor
BRD-K71106091	fludarabine-phosphate	trt_cp	DNA synthesis inhibitor|DNA repair enzyme inhibitor|Purine antagonist
BRD-A70998768	pinaverium	trt_cp	T-type calcium channel blocker
BRD-K71058253	luliconazole	trt_cp	Sterol demethylase inhibitor
BRD-K71103788	duloxetine	trt_cp	Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor
BRD-K71164191	kd-023	trt_cp	NA
BRD-K71603915	evp-6124	trt_cp	NA
BRD-K71822263	d-serine	trt_cp	NA
BRD-K72029282	probucol	trt_cp	Atherogenesis inhibitor
BRD-K72093121	vidarabine	trt_cp	Antiviral
BRD-K71799949	carbamazepine	trt_cp	Carboxamide antiepileptic
BRD-K72005722	vt-464	trt_cp	NA
BRD-A72066420	mifobate	trt_cp	PPAR receptor antagonist
BRD-K72166146	dihydroergotamine	trt_cp	Serotonin receptor agonist
BRD-K72827473	cep-37440	trt_cp	NA
BRD-K72951360	valrubicin	trt_cp	DNA inhibitor|Topoisomerase inhibitor
BRD-K73107279	levamisole	trt_cp	Acetylcholine receptor agonist
BRD-A72711497	lasalocid	trt_cp	Bacterial permeability inducer
BRD-K72922393	linsidomine	trt_cp	Nitric oxide donor
BRD-K73088654	floxuridine	trt_cp	DNA synthesis inhibitor
BRD-K73109821	diazoxide	trt_cp	Potassium channel activator
BRD-K73524797	st-1859	trt_cp	NA
BRD-A73556557	tagatose	trt_cp	Phosphorylase inhibitor
BRD-A73741725	exemestane	trt_cp	Aromatase inhibitor
BRD-K73541271	etofenamate	trt_cp	Cyclooxygenase inhibitor
BRD-A20239487	atenolol	trt_cp	Adrenergic receptor antagonist
BRD-K73794685	azithromycin	trt_cp	Bacterial 50S ribosomal subunit inhibitor
BRD-K74065929	doramapimod	trt_cp	P38 MAPK inhibitor
BRD-K74190368	resorcinol	trt_cp	Phosphodiesterase inhibitor
BRD-K74305673	IKK-2-inhibitor-V	trt_cp	IKK inhibitor|NFkB pathway inhibitor
BRD-K74141488	naftifine	trt_cp	Fungal squalene epoxidase inhibitor
BRD-K74195153	irsogladine	trt_cp	Phosphodiesterase inhibitor
BRD-K74339692	tamsulosin	trt_cp	Adrenergic receptor antagonist
BRD-K74371986	nsi-189	trt_cp	NA
BRD-K74763371	bosentan	trt_cp	Endothelin receptor antagonist
BRD-A74914197	pralatrexate	trt_cp	Dihydrofolate reductase inhibitor
BRD-K75037734	carbachol	trt_cp	Cholinergic receptor agonist
BRD-A75172220	hydrocortisone	trt_cp	Glucocorticoid receptor agonist
BRD-K74765201	tomelukast	trt_cp	Leukotriene receptor antagonist
BRD-K75089421	procainamide	trt_cp	Sodium channel blocker
BRD-K75295174	alisertib	trt_cp	Aurora kinase inhibitor
BRD-K75699339	rizatriptan	trt_cp	Serotonin receptor agonist
BRD-K75844781	mcpp	trt_cp	Serotonin receptor agonist
BRD-K76197012	ulipristal	trt_cp	Progesterone receptor antagonist
BRD-A75726477	clenbuterol	trt_cp	Adrenergic receptor agonist
BRD-K75911534	su014813	trt_cp	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K76022557	r(-)-apomorphine	trt_cp	Dopamine receptor agonist|TRPA1 modulator
BRD-K76205745	losartan	trt_cp	Angiotensin receptor antagonist
BRD-A76747559	rutin	trt_cp	Antioxidant|Capillary stabilizing agent|Nitric oxide scavenger
BRD-K76810206	nicergoline	trt_cp	Adrenergic receptor antagonist
BRD-K76841105	tazarotene	trt_cp	Retinoid receptor agonist
BRD-K76953762	indoramin	trt_cp	Adrenergic receptor antagonist
BRD-K76775527	nimesulide	trt_cp	Cyclooxygenase inhibitor
BRD-K76812510	metamizole	trt_cp	Cyclooxygenase inhibitor|Opioid receptor agonist
BRD-K77396579	nvp-dpp728	trt_cp	NA
BRD-K77695569	tiabendazole	trt_cp	Angiogenesis inhibitor
BRD-K78010432	furosemide	trt_cp	Diuretic
BRD-K78096648	oxiperomide	trt_cp	Dopamine receptor antagonist
BRD-K45275534	betrixaban	trt_cp	Coagulation inhibitor
BRD-K77947974	fluspirilene	trt_cp	Dopamine receptor antagonist
BRD-K78055238	ly2090314	trt_cp	Glycogen synthase kinase inhibitor
BRD-K78113049	enoxacin	trt_cp	Topoisomerase inhibitor
BRD-A78341343	regadenoson	trt_cp	Adenosine receptor agonist
BRD-K78485176	olmesartan	trt_cp	Angiotensin receptor antagonist
BRD-K78567475	dolastatin-10	trt_cp	Tubulin inhibitor|Immunostimulant|Microtubule inhibitor|Tubulin polymerisation inhibitor
BRD-K78692225	leflunomide	trt_cp	Dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-K78431006	crizotinib	trt_cp	ALK tyrosine kinase receptor inhibitor
BRD-K78513633	lonidamine	trt_cp	Glucokinase inhibitor
BRD-K78659596	MLN-2238	trt_cp	Proteasome inhibitor
BRD-A78723049	cefotetan	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-A79431551	3-deazaadenosine	trt_cp	Adenosylhomocysteinase inhibitor
BRD-K79595931	bavisant	trt_cp	Histamine receptor antagonist
BRD-K79759585	sildenafil	trt_cp	Phosphodiesterase inhibitor
BRD-K79404599	enzastaurin	trt_cp	PKC inhibitor
BRD-K79501723	cyclizine	trt_cp	Histamine receptor modulator
BRD-K79602928	metformin	trt_cp	Insulin sensitizer
BRD-A79768653	sirolimus	trt_cp	MTOR inhibitor
BRD-A97701745	pindolol	trt_cp	Adrenergic receptor antagonist
BRD-K97746869	chlorpropamide	trt_cp	ATP channel blocker
BRD-K98493452	honokiol	trt_cp	AKT inhibitor
BRD-K97729603	pimecrolimus	trt_cp	Calcineurin inhibitor
BRD-K97799481	theophylline	trt_cp	Adenosine receptor antagonist
BRD-K98530306	clonidine	trt_cp	Adrenergic receptor agonist
BRD-K98624455	bepotastine	trt_cp	Histamine receptor antagonist
BRD-K91336023	mesulergine	trt_cp	Dopamine receptor agonist
BRD-K92213669	lomitapide	trt_cp	Microsomal trigylceride transfer protein inhibitor
BRD-A90799790	isradipine	trt_cp	Calcium channel blocker
BRD-K91456750	sacubitril	trt_cp	Neprilysin inhibitor
BRD-K92241597	tosedostat	trt_cp	Peptidase inhibitor
BRD-K96194081	cepharanthine	trt_cp	NFkB pathway inhibitor
BRD-K99475619	genz-644282	trt_cp	Topoisomerase inhibitor
BRD-K98733875	baicalin	trt_cp	Beta glucuronidase inhibitor
BRD-K88544581	CI-976	trt_cp	ACAT inhibitor
BRD-K90333595	phentolamine	trt_cp	Adrenergic receptor antagonist
BRD-A98702003	carbenoxolone	trt_cp	11-beta-HSD1 inhibitor
BRD-A89175223	bisoprolol	trt_cp	Adrenergic receptor antagonist
BRD-K91301684	noscapine	trt_cp	Bradykinin receptor antagonist|Tubulin inhibitor
BRD-K91822704	torcitabine	trt_cp	DNA polymerase inhibitor
BRD-K73815512	hc-030031	trt_cp	NA
BRD-K74057757	indibulin	trt_cp	Tubulin inhibitor
BRD-K99113996	azd2014	trt_cp	MTOR inhibitor
BRD-A73908300	EX-527	trt_cp	SIRT inhibitor
BRD-K73999723	telmisartan	trt_cp	Angiotensin receptor antagonist
BRD-A74391928	ibutilide	trt_cp	Potassium channel blocker
BRD-K74514084	pazopanib	trt_cp	VEGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-K74717603	etravirine	trt_cp	Non-nucleoside reverse transcriptase inhibitor
BRD-A75479906	rimantadine	trt_cp	Antiviral|RNA synthesis inhibitor
BRD-K75641298	metoclopramide	trt_cp	Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-A74667430	etodolac	trt_cp	Cyclooxygenase inhibitor
BRD-A75305484	anidulafungin	trt_cp	Fungal 1,3-beta-D-glucan synthase inhibitor
BRD-K75649340	tioguanine	trt_cp	Purine antagonist
BRD-K76210423	resiquimod	trt_cp	Toll-like receptor agonist
BRD-A82522119	tibolone	trt_cp	Estrogen receptor agonist|Androgen receptor agonist|Progesterone receptor agonist
BRD-K77625799	vandetanib	trt_cp	EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K76617868	fasudil	trt_cp	Rho associated kinase inhibitor
BRD-K76674262	homoharringtonine	trt_cp	Protein synthesis inhibitor
BRD-K77561571	topiroxostat	trt_cp	Xanthine oxidase inhibitor
BRD-K77641333	naphazoline	trt_cp	Adrenergic receptor agonist
BRD-K77685957	dequalinium	trt_cp	PKC inhibitor
BRD-K78126613	menadione	trt_cp	Mitochondrial DNA polymerase inhibitor|Phosphatase inhibitor
BRD-K78303961	glycitein	trt_cp	Tumor necrosis factor release inhibitor
BRD-K79095980	broxuridine	trt_cp	Antimetabolite
BRD-K78118466	ly2157299	trt_cp	TGF beta receptor inhibitor
BRD-A78195072	imexon	trt_cp	Apoptosis stimulant|Ribonucleoside reductase inhibitor
BRD-A78877355	nefopam	trt_cp	Cyclooxygenase inhibitor
BRD-K79102359	idalopirdine	trt_cp	Serotonin receptor antagonist
BRD-A79981887	midodrine	trt_cp	Adrenergic receptor agonist
BRD-A80017228	bendroflumethiazide	trt_cp	Sodium/potassium/chloride transporter inhibitor
BRD-K73381542	phenylephrine	trt_cp	Adrenergic receptor agonist
BRD-K79131256	albendazole	trt_cp	Tubulin inhibitor
BRD-K79989959	nesbuvir	trt_cp	RNA polymerase inhibitor
BRD-K80043866	sodium-gualenate	trt_cp	Antacid
BRD-K73440166	cinaciguat	trt_cp	Guanylate cyclase activator
BRD-K87300616	ursodiol	trt_cp	Nuclear factor erythroid derived, like (NRF2) activator
BRD-A87479750	tenidap	trt_cp	Cyclooxygenase inhibitor
BRD-K87782578	avl-292	trt_cp	NA
BRD-A87435144	azd7545	trt_cp	Pyruvate dehydrogenase kinase inhibitor
BRD-K87737963	CYT387	trt_cp	NA
BRD-K87909389	alvocidib	trt_cp	CDK inhibitor
BRD-A88138582	halcinonide	trt_cp	Glucocorticoid receptor agonist
BRD-K88366685	trimetazidine	trt_cp	3-ketoacyl CoA thiolase inhibitor
BRD-K88506063	kd025	trt_cp	Rho associated kinase inhibitor
BRD-K88358234	xaliproden	trt_cp	Serotonin receptor agonist
BRD-K88429204	pyrimethamine	trt_cp	Dihydrofolate reductase inhibitor
BRD-K88510285	bortezomib	trt_cp	NFkB pathway inhibitor|Proteasome inhibitor
BRD-K88611939	aniracetam	trt_cp	Glutamate receptor agonist
BRD-K87156652	carbimazole	trt_cp	Antithyroid agent
BRD-A89164055	sorbinil	trt_cp	Aldose reductase inhibitor
BRD-K89208535	indacaterol	trt_cp	Adrenergic receptor agonist
BRD-K89348303	ramipril	trt_cp	Angiotensin converting enzyme inhibitor
BRD-K89162000	tandutinib	trt_cp	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-K89274813	DMP-543	trt_cp	Acetylcholine release stimulant
BRD-K89375097	pirenzepine	trt_cp	Acetylcholine receptor antagonist
BRD-M89827113	levcromakalim	trt_cp	Potassium channel activator
BRD-K89997465	chlorpromazine	trt_cp	Dopamine receptor antagonist
BRD-A90625545	clinofibrate	trt_cp	Lipase clearing factor inhibitor
BRD-K89917372	retigabine	trt_cp	Potassium channel activator
BRD-K90195324	bazedoxifene	trt_cp	Selective estrogen receptor modulator (SERM)
BRD-A90547603	eptifibatide	trt_cp	Platelet aggregation inhibitor
BRD-K90777969	cutamesine	trt_cp	Sigma receptor agonist
BRD-K90948141	indiplon	trt_cp	Benzodiazepine receptor agonist|GABA receptor agonist
BRD-K91159026	telcagepant	trt_cp	Calcitonin antagonist
BRD-A05457250	BAY-K8644	trt_cp	Calcium channel activator
BRD-K91308639	arn-509	trt_cp	NA
BRD-K91111634	rotigotine	trt_cp	Dopamine receptor agonist
BRD-K91263825	nortriptyline	trt_cp	Tricyclic antidepressant
BRD-K91315211	betahistine	trt_cp	Histamine receptor agonist|Histamine receptor antagonist
BRD-K91601245	mercaptopurine	trt_cp	Immunosuppressant|Protein synthesis inhibitor|Purine antagonist
BRD-A91877226	capecitabine	trt_cp	DNA synthesis inhibitor|Thymidylate synthase inhibitor
BRD-K92049597	triamterene	trt_cp	Sodium channel blocker
BRD-A91699651	chloroquine	trt_cp	Antimalarial agent
BRD-K91825936	zk811752	trt_cp	CC chemokine receptor antagonist
BRD-K92041145	o6-benzylguanine	trt_cp	NA
BRD-K92093830	doxorubicin	trt_cp	Topoisomerase inhibitor
BRD-K98769987	flumazenil	trt_cp	Benzodiazepine receptor antagonist
BRD-A98990573	epinastine	trt_cp	Histamine receptor antagonist
BRD-K99092662	ps178990	trt_cp	Androgen receptor modulator
BRD-K99792991	hexachlorophene	trt_cp	Potassium channel activator
BRD-A98845662	desvenlafaxine	trt_cp	Serotonin reuptake inhibitor
BRD-K99023089	azd5363	trt_cp	AKT inhibitor
BRD-K99749624	linifanib	trt_cp	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-A99939097	carisoprodol	trt_cp	Acetylcholine receptor antagonist
BRD-K99383816	ftorafur	trt_cp	Thymidylate synthase inhibitor
BRD-A65051990	acenocoumarol	trt_cp	Vitamin K antagonist
BRD-A20348246	chlormezanone	trt_cp	GABA receptor modulator
BRD-K99257182	quinidine	trt_cp	Sodium channel blocker
BRD-K99451608	lopinavir	trt_cp	HIV protease inhibitor
BRD-K91740057	felbinac	trt_cp	Cyclooxygenase inhibitor
BRD-A15931911	bucladesine	trt_cp	Adenosine receptor agonist|CAMP stimulant
BRD-K92301463	16,16-dimethylprostaglandin-e2	trt_cp	Prostanoid receptor agonist
BRD-A92630576	trimebutine	trt_cp	Opioid receptor agonist
BRD-K92723993	imatinib	trt_cp	PDGFR tyrosine kinase receptor inhibitor|Bcr-Abl kinase inhibitor|KIT inhibitor
BRD-K92303087	oglemilast	trt_cp	Phosphodiesterase inhibitor
BRD-K92657060	zaleplon	trt_cp	Benzodiazepine receptor agonist
BRD-K61443650	thiomersal	trt_cp	Other antibiotic
BRD-K93123848	raf265	trt_cp	RAF inhibitor|VEGFR inhibitor
BRD-A93255169	thalidomide	trt_cp	TNF production inhibitor
BRD-K93869735	taltirelin	trt_cp	Thyrotropin releasing hormone receptor agonist
BRD-K93208532	apremilast	trt_cp	Phosphodiesterase inhibitor
BRD-K93255255	indoximod	trt_cp	Indoleamine 2,3-dioxygenase inhibitor
BRD-K93880783	stavudine	trt_cp	DNA directed DNA polymerase inhibitor|Reverse transcriptase inhibitor
BRD-K93779381	ingenol-mebutate	trt_cp	PKC activator
BRD-K93767137	oseltamivir-carboxylate	trt_cp	Neuraminidase inhibitor
BRD-A94756469	digoxin	trt_cp	ATPase inhibitor
BRD-K94436377	diosmin	trt_cp	Aryl hydrocarbon receptor agonist|Capillary stabilizing agent
BRD-K95763993	trapidil	trt_cp	PDGFR tyrosine kinase receptor inhibitor
BRD-A94543220	bifonazole	trt_cp	Sterol demethylase inhibitor
BRD-K94534639	ly2811376	trt_cp	Beta-secretase inhibitor
BRD-K95773607	darifenacin	trt_cp	Acetylcholine receptor antagonist
BRD-A95869247	indapamide	trt_cp	Thiazide diuretic
BRD-K96319534	phentermine	trt_cp	Dopamine uptake inhibitor|Serotonin reuptake inhibitor
BRD-K96615647	av-608	trt_cp	NA
BRD-K95880107	ph-797804	trt_cp	NA
BRD-K96342952	tobramycin	trt_cp	Bacterial 30S ribosomal subunit inhibitor
BRD-A96456596	FPL-55712	trt_cp	Leukotriene receptor antagonist
BRD-K97101532	vx-661	trt_cp	NA
BRD-A97104540	fenoterol	trt_cp	Adrenergic receptor agonist
BRD-K97181089	amiloride	trt_cp	Sodium channel blocker
BRD-K97564742	mepyramine	trt_cp	Histamine receptor antagonist
BRD-K97643133	amiprilose	trt_cp	CD antagonist
BRD-K97158071	droperidol	trt_cp	Dopamine receptor antagonist
BRD-K97530723	melatonin	trt_cp	Melatonin receptor agonist|Nitric oxide synthase inhibitor
BRD-A97674275	ranolazine	trt_cp	Sodium channel blocker
BRD-K93034159	cladribine	trt_cp	Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor
BRD-K95412502	istaroxime	trt_cp	ATPase inhibitor
BRD-K97309399	thiothixene	trt_cp	Dopamine receptor antagonist
BRD-K93461745	buspirone	trt_cp	Serotonin receptor agonist
BRD-K94288301	letermovir	trt_cp	CMV terminase inhibitor
BRD-A95939040	sertaconazole	trt_cp	Sterol demethylase inhibitor
BRD-K99504665	goserelin-acetate	trt_cp	Gonadotropin releasing factor hormone receptor agonist
BRD-K98572433	azd8931	trt_cp	EGFR inhibitor
BRD-K90868879	canagliflozin	trt_cp	Sodium/glucose cotransporter inhibitor
BRD-K91544578	nikethamide	trt_cp	Immunostimulant
BRD-K99545815	PF-562271	trt_cp	Focal adhesion kinase inhibitor
BRD-K90825648	rs-127445	trt_cp	NA
BRD-K91495480	agp-103	trt_cp	NA
BRD-K41996876	tyrphostin-1	trt_cp	EGFR inhibitor
BRD-K99604664	tanaproget	trt_cp	Progesterone receptor agonist
BRD-A97808748	spironolactone	trt_cp	Mineralocorticoid receptor antagonist
BRD-A97739905	ketoprofen	trt_cp	Cyclooxygenase inhibitor
BRD-A38592941	timonacic	trt_cp	Antioxidant
BRD-K98004573	rupatadine	trt_cp	Histamine receptor antagonist|Platelet activating factor receptor antagonist
BRD-K97963946	emd-1214063	trt_cp	NA
BRD-K97884852	malotilate	trt_cp	Protein synthesis stimulant
BRD-K07857022	alvimopan	trt_cp	Opioid receptor antagonist
BRD-K92428153	mycophenolate-mofetil	trt_cp	Inosine monophosphate dehydrogenase inhibitor|Hydroxycarboxylic acid receptor agonist|Immunosuppressant|Dehydrogenase inhibitor|Inositol monophosphatase inhibitor
BRD-K92441787	bexarotene	trt_cp	Retinoid receptor agonist
BRD-A92537424	danazol	trt_cp	Estrogen receptor antagonist|Progesterone receptor agonist
BRD-K92428232	GSK-461364	trt_cp	PLK inhibitor
BRD-K92467929	oxandrolone	trt_cp	Androgen receptor agonist
BRD-K92613113	safinamide	trt_cp	Dopamine uptake inhibitor|Glutamate inhibitor|Monoamine oxidase inhibitor
BRD-K92758126	gibberellic-acid	trt_cp	NA
BRD-K92848252	diminazene-aceturate	trt_cp	Angiotensin converting enzyme activator|DNA intercalating agent|Topoisomerase inhibitor
BRD-K92984783	melperone	trt_cp	Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-A92826379	lupanine	trt_cp	Sodium channel blocker
BRD-K92968657	tirapazamine	trt_cp	DNA inhibitor
BRD-A93000692	ciglitazone	trt_cp	PPAR receptor agonist
BRD-A93093700	temazepam	trt_cp	GABA receptor agonist
